rowNum,Property_Unique_Number,Version_Number,Address,Price,Bed_Rooms,Property_Type,Property_Url,Agent_Name,Property_Status,Status_Date,Featured,Run_Date,Location
4373,141219089,2,"Old South Close, Pinner",775000,3,Semi-Detached,https://www.rightmove.co.uk/properties/141219089#/?channel=RES_BUY,"Yopa, East Anglia",SOLD STC,2023-10-24,,2023-10-24,"Pinner, Middlesex"
4387,141219152,1,"Hangar Ruding, Watford",640000,4,Detached,https://www.rightmove.co.uk/properties/141219152#/?channel=RES_BUY,"Yopa, East Anglia",Initial entry,2023-10-24,,2023-10-24,"Pinner, Middlesex"
4363,141220235,1,"Lowick Road, Harrow",850000,4,Detached,https://www.rightmove.co.uk/properties/141220235#/?channel=RES_BUY,"Connells, Harrow",Initial entry,2023-10-24,,2023-10-24,"Pinner, Middlesex"
4359,141221036,1,"Joel Street, Pinner",925000,4,Semi-Detached,https://www.rightmove.co.uk/properties/141221036#/?channel=RES_BUY,"Coopers, Pinner",Initial entry,2023-10-24,,2023-10-24,"Pinner, Middlesex"
4366,141221801,2,"Northumberland Road, Harrow",835000,4,Semi-Detached,https://www.rightmove.co.uk/properties/141221801#/?channel=RES_BUY,"Brian Cox, North Harrow",UNDER OFFER,2023-10-24,,2023-10-24,"Pinner, Middlesex"
4365,141221801,1,"Northumberland Road, Harrow",835000,4,Semi-Detached,https://www.rightmove.co.uk/properties/141221801#/?channel=RES_BUY,"Brian Cox, North Harrow",Initial entry,2023-10-24,,2023-10-24,"Pinner, Middlesex"
4381,141222092,1,"Fire Brigade Cottages, Pinner Road, Pinner",700000,5,End of Terrace,https://www.rightmove.co.uk/properties/141222092#/?channel=RES_BUY,"Gibbs Gillespie, Pinner Sales",Initial entry,2023-10-24,,2023-10-24,"Pinner, Middlesex"
4414,141229736,1,"St. Margarets Road, Ruislip",925000,4,Semi-Detached,https://www.rightmove.co.uk/properties/141229736#/?channel=RES_BUY,"Coopers, Ruislip",Initial entry,2023-10-24,,2023-10-30,"Pinner, Middlesex"
4426,141248345,1,"Raynton Close, Harrow, HA2 9TD",849950,5,Semi-Detached,https://www.rightmove.co.uk/properties/141248345#/?channel=RES_BUY,"David Charles, Pinner",Initial entry,2023-10-25,,2023-10-30,"Pinner, Middlesex"
4410,141264968,1,"Greystoke Avenue, Pinner, HA5",1050000,5,Semi-Detached,https://www.rightmove.co.uk/properties/141264968#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-10-25,,2023-10-30,"Pinner, Middlesex"
4416,141267728,1,"Deerings Drive, Pinner, Middlesex",925000,4,Detached,https://www.rightmove.co.uk/properties/141267728#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Sales",Initial entry,2023-10-25,,2023-10-30,"Pinner, Middlesex"
4405,141294809,1,"Pinner Road, Northwood, HA6",1195000,4,Terraced,https://www.rightmove.co.uk/properties/141294809#/?channel=RES_BUY,"Chestertons, Capital Markets",Initial entry,2023-10-26,,2023-10-30,"Pinner, Middlesex"
4444,141294875,1,"Victoria Road, South Ruislip, Middlesex",725000,5,End of Terrace,https://www.rightmove.co.uk/properties/141294875#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Manor",Initial entry,2023-10-26,,2023-10-30,"Pinner, Middlesex"
4462,141299348,1,"Whitegate Gardens, HARROW, HA3",650000,4,Semi-Detached,https://www.rightmove.co.uk/properties/141299348#/?channel=RES_BUY,"Mischa & Co, Edgware",Initial entry,2023-10-26,,2023-10-30,"Pinner, Middlesex"
4432,141304532,1,"Boldmere Road, Eastcote, Pinner HA5",795000,3,Semi-Detached,https://www.rightmove.co.uk/properties/141304532#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-10-26,,2023-10-30,"Pinner, Middlesex"
4468,141304739,1,"Ravenswood Crescent, Harrow HA2",580000,3,End of Terrace,https://www.rightmove.co.uk/properties/141304739#/?channel=RES_BUY,"ElliotLee, Rayners Lane",Initial entry,2023-10-26,,2023-10-30,"Pinner, Middlesex"
4445,141313220,1,"Sylvia Avenue, Hatch End, Middlesex",725000,3,Semi-Detached,https://www.rightmove.co.uk/properties/141313220#/?channel=RES_BUY,"Gibbs Gillespie, Pinner Sales",Initial entry,2023-10-26,,2023-10-30,"Pinner, Middlesex"
4467,141324296,1,"Kings Road, Rayners Lane, Harrow, HA2",590000,3,Terraced,https://www.rightmove.co.uk/properties/141324296#/?channel=RES_BUY,"Foxtons, Harrow",Initial entry,2023-10-26,,2023-10-30,"Pinner, Middlesex"
4442,141339395,1,"Coppice Close, Ruislip, Middlesex",750000,3,Semi-Detached,https://www.rightmove.co.uk/properties/141339395#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Sales",Initial entry,2023-10-27,,2023-10-30,"Pinner, Middlesex"
4402,141348425,1,"Starling Close, Pinner",1445000,5,Detached,https://www.rightmove.co.uk/properties/141348425#/?channel=RES_BUY,"Andrew Pearce, Eastcote",Initial entry,2023-10-27,,2023-10-30,"Pinner, Middlesex"
4447,141349601,1,"Weighton Road, Harrow, HA3",700000,5,Semi-Detached,https://www.rightmove.co.uk/properties/141349601#/?channel=RES_BUY,"Cow & Co, London",Initial entry,2023-10-27,,2023-10-30,"Pinner, Middlesex"
4425,141359882,1,"Eastcote Road, Ruislip, Middlesex",850000,3,Detached,https://www.rightmove.co.uk/properties/141359882#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Sales",Initial entry,2023-10-27,,2023-10-30,"Pinner, Middlesex"
4454,141363959,1,"Whiteheath Avenue, Ruislip, Middlesex",700000,4,Semi-Detached,https://www.rightmove.co.uk/properties/141363959#/?channel=RES_BUY,"Gibbs Gillespie, Ruislip Sales",Initial entry,2023-10-27,,2023-10-30,"Pinner, Middlesex"
4440,141365675,1,"Eastern Avenue, Pinner, HA5",750000,4,Semi-Detached,https://www.rightmove.co.uk/properties/141365675#/?channel=RES_BUY,"Robert Cooper & Co, Eastcote",Initial entry,2023-10-27,,2023-10-30,"Pinner, Middlesex"
4431,141375557,1,"Manor Way, Harrow, HA2",800000,4,Semi-Detached,https://www.rightmove.co.uk/properties/141375557#/?channel=RES_BUY,"Hopcroft Property Experts, Covering Hertfordshire and Middlesex",Initial entry,2023-10-27,,2023-10-30,"Pinner, Middlesex"
4430,141375611,1,"Eastcote Road, Pinner",800000,3,Detached,https://www.rightmove.co.uk/properties/141375611#/?channel=RES_BUY,"Hopcroft Property Experts, Covering Hertfordshire and Middlesex",Initial entry,2023-10-27,,2023-10-30,"Pinner, Middlesex"
4419,141384347,1,"Kingsfield Avenue, Harrow, HA2 6AQ",894950,5,Semi-Detached,https://www.rightmove.co.uk/properties/141384347#/?channel=RES_BUY,"eXp UK, London",Initial entry,2023-10-28,,2023-10-30,"Pinner, Middlesex"
4424,141411104,1,"Oxhey Grange, Oxhey Lane, Watford, Hertfordshire, WD19",850000,3,Detached,https://www.rightmove.co.uk/properties/141411104#/?channel=RES_BUY,"Savills, Northwood",Initial entry,2023-10-30,,2023-10-30,"Pinner, Middlesex"
4473,141417701,1,"Bruce Road, Harrow, Middlesex HA3",575000,3,Terraced,https://www.rightmove.co.uk/properties/141417701#/?channel=RES_BUY,"Hilton & Fox, Harrow",Initial entry,2023-10-30,,2023-10-30,"Pinner, Middlesex"
4453,141418625,1,"Village Way, Pinner, HA5",700000,3,Semi-Detached,https://www.rightmove.co.uk/properties/141418625#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-10-30,,2023-10-30,"Pinner, Middlesex"
4458,141419783,1,"Bethecar Road, Harrow, Middlesex, HA1 1SE",670000,3,Semi-Detached,https://www.rightmove.co.uk/properties/141419783#/?channel=RES_BUY,"Rouge Property, Harrow",Initial entry,2023-10-30,,2023-10-30,"Pinner, Middlesex"
4464,141421604,2,"Hangar Ruding, Watford",640000,4,Detached,https://www.rightmove.co.uk/properties/141421604#/?channel=RES_BUY,"Yopa, London",SOLD STC,2023-10-30,,2023-10-30,"Pinner, Middlesex"
4463,141421604,1,"Hangar Ruding, Watford",640000,4,Detached,https://www.rightmove.co.uk/properties/141421604#/?channel=RES_BUY,"Yopa, London",Initial entry,2023-10-30,,2023-10-30,"Pinner, Middlesex"
4505,141532643,1,"Langland Drive, Pinner, HA5",800000,4,Detached,https://www.rightmove.co.uk/properties/141532643#/?channel=RES_BUY,"Robsons, Pinner",Initial entry,2023-11-01,,2023-11-02,"Pinner, Middlesex"
